center,left,right,steering,throttle,brake,speed
IMG/center_2018_07_10_15_20_39_499.jpg,IMG/left_2018_07_10_15_20_39_499.jpg,IMG/right_2018_07_10_15_20_39_499.jpg,0,0,0,4.59E-06
IMG/center_2018_07_10_15_20_39_568.jpg,IMG/left_2018_07_10_15_20_39_568.jpg,IMG/right_2018_07_10_15_20_39_568.jpg,0,0,0,8.15E-07
IMG/center_2018_07_10_15_20_39_635.jpg,IMG/left_2018_07_10_15_20_39_635.jpg,IMG/right_2018_07_10_15_20_39_635.jpg,0,0.04447212,0,0.01543065
IMG/center_2018_07_10_15_20_39_702.jpg,IMG/left_2018_07_10_15_20_39_702.jpg,IMG/right_2018_07_10_15_20_39_702.jpg,0,0.2871107,0,0.153709
IMG/center_2018_07_10_15_20_39_769.jpg,IMG/left_2018_07_10_15_20_39_769.jpg,IMG/right_2018_07_10_15_20_39_769.jpg,0,0.4708185,0,0.461125
IMG/center_2018_07_10_15_20_39_838.jpg,IMG/left_2018_07_10_15_20_39_838.jpg,IMG/right_2018_07_10_15_20_39_838.jpg,0,0.7046981,0,1.01707
IMG/center_2018_07_10_15_20_39_907.jpg,IMG/left_2018_07_10_15_20_39_907.jpg,IMG/right_2018_07_10_15_20_39_907.jpg,0,0.8927799,0,1.600664
IMG/center_2018_07_10_15_20_39_976.jpg,IMG/left_2018_07_10_15_20_39_976.jpg,IMG/right_2018_07_10_15_20_39_976.jpg,0,1,0,2.248546
IMG/center_2018_07_10_15_20_40_043.jpg,IMG/left_2018_07_10_15_20_40_043.jpg,IMG/right_2018_07_10_15_20_40_043.jpg,-0.01503759,1,0,3.16746
IMG/center_2018_07_10_15_20_40_110.jpg,IMG/left_2018_07_10_15_20_40_110.jpg,IMG/right_2018_07_10_15_20_40_110.jpg,-0.03007519,1,0,3.874572
IMG/center_2018_07_10_15_20_40_179.jpg,IMG/left_2018_07_10_15_20_40_179.jpg,IMG/right_2018_07_10_15_20_40_179.jpg,-0.09022556,1,0,4.808777
IMG/center_2018_07_10_15_20_40_248.jpg,IMG/left_2018_07_10_15_20_40_248.jpg,IMG/right_2018_07_10_15_20_40_248.jpg,-0.112782,1,0,5.503844
IMG/center_2018_07_10_15_20_40_317.jpg,IMG/left_2018_07_10_15_20_40_317.jpg,IMG/right_2018_07_10_15_20_40_317.jpg,-0.1278196,1,0,6.194874
IMG/center_2018_07_10_15_20_40_387.jpg,IMG/left_2018_07_10_15_20_40_387.jpg,IMG/right_2018_07_10_15_20_40_387.jpg,-0.1278196,1,0,7.110725
IMG/center_2018_07_10_15_20_40_455.jpg,IMG/left_2018_07_10_15_20_40_455.jpg,IMG/right_2018_07_10_15_20_40_455.jpg,-0.1278196,1,0,7.793067
IMG/center_2018_07_10_15_20_40_524.jpg,IMG/left_2018_07_10_15_20_40_524.jpg,IMG/right_2018_07_10_15_20_40_524.jpg,-0.1428571,1,0,8.696157
IMG/center_2018_07_10_15_20_40_594.jpg,IMG/left_2018_07_10_15_20_40_594.jpg,IMG/right_2018_07_10_15_20_40_594.jpg,-0.1428571,1,0,9.368976
IMG/center_2018_07_10_15_20_40_664.jpg,IMG/left_2018_07_10_15_20_40_664.jpg,IMG/right_2018_07_10_15_20_40_664.jpg,-0.1578947,1,0,10.25951
IMG/center_2018_07_10_15_20_40_733.jpg,IMG/left_2018_07_10_15_20_40_733.jpg,IMG/right_2018_07_10_15_20_40_733.jpg,-0.1578947,1,0,10.92282
IMG/center_2018_07_10_15_20_40_803.jpg,IMG/left_2018_07_10_15_20_40_803.jpg,IMG/right_2018_07_10_15_20_40_803.jpg,-0.1729323,1,0,11.63839
IMG/center_2018_07_10_15_20_40_870.jpg,IMG/left_2018_07_10_15_20_40_870.jpg,IMG/right_2018_07_10_15_20_40_870.jpg,-0.1879699,1,0,12.4942
IMG/center_2018_07_10_15_20_40_937.jpg,IMG/left_2018_07_10_15_20_40_937.jpg,IMG/right_2018_07_10_15_20_40_937.jpg,-0.1954887,1,0,13.13195
IMG/center_2018_07_10_15_20_41_005.jpg,IMG/left_2018_07_10_15_20_41_005.jpg,IMG/right_2018_07_10_15_20_41_005.jpg,-0.2030075,1,0,13.86884
IMG/center_2018_07_10_15_20_41_072.jpg,IMG/left_2018_07_10_15_20_41_072.jpg,IMG/right_2018_07_10_15_20_41_072.jpg,-0.2030075,1,0,14.64672
IMG/center_2018_07_10_15_20_41_138.jpg,IMG/left_2018_07_10_15_20_41_138.jpg,IMG/right_2018_07_10_15_20_41_138.jpg,-0.2030075,1,0,15.48133
IMG/center_2018_07_10_15_20_41_208.jpg,IMG/left_2018_07_10_15_20_41_208.jpg,IMG/right_2018_07_10_15_20_41_208.jpg,-0.2030075,1,0,16.05443
IMG/center_2018_07_10_15_20_41_274.jpg,IMG/left_2018_07_10_15_20_41_274.jpg,IMG/right_2018_07_10_15_20_41_274.jpg,-0.2030075,1,0,16.73369
IMG/center_2018_07_10_15_20_41_344.jpg,IMG/left_2018_07_10_15_20_41_344.jpg,IMG/right_2018_07_10_15_20_41_344.jpg,-0.2030075,1,0,17.56292
IMG/center_2018_07_10_15_20_41_412.jpg,IMG/left_2018_07_10_15_20_41_412.jpg,IMG/right_2018_07_10_15_20_41_412.jpg,-0.2030075,1,0,18.15345
IMG/center_2018_07_10_15_20_41_479.jpg,IMG/left_2018_07_10_15_20_41_479.jpg,IMG/right_2018_07_10_15_20_41_479.jpg,-0.2030075,1,0,18.98005
IMG/center_2018_07_10_15_20_41_546.jpg,IMG/left_2018_07_10_15_20_41_546.jpg,IMG/right_2018_07_10_15_20_41_546.jpg,-0.2030075,1,0,19.61192
IMG/center_2018_07_10_15_20_41_613.jpg,IMG/left_2018_07_10_15_20_41_613.jpg,IMG/right_2018_07_10_15_20_41_613.jpg,-0.2030075,1,0,20.20021
IMG/center_2018_07_10_15_20_41_682.jpg,IMG/left_2018_07_10_15_20_41_682.jpg,IMG/right_2018_07_10_15_20_41_682.jpg,-0.2105263,1,0,21.00379
IMG/center_2018_07_10_15_20_41_750.jpg,IMG/left_2018_07_10_15_20_41_750.jpg,IMG/right_2018_07_10_15_20_41_750.jpg,-0.2180451,1,0,21.62377
IMG/center_2018_07_10_15_20_41_818.jpg,IMG/left_2018_07_10_15_20_41_818.jpg,IMG/right_2018_07_10_15_20_41_818.jpg,-0.2180451,1,0,22.41292
IMG/center_2018_07_10_15_20_41_888.jpg,IMG/left_2018_07_10_15_20_41_888.jpg,IMG/right_2018_07_10_15_20_41_888.jpg,-0.2330827,1,0,22.98538
IMG/center_2018_07_10_15_20_41_954.jpg,IMG/left_2018_07_10_15_20_41_954.jpg,IMG/right_2018_07_10_15_20_41_954.jpg,-0.2406015,1,0,23.57923
IMG/center_2018_07_10_15_20_42_022.jpg,IMG/left_2018_07_10_15_20_42_022.jpg,IMG/right_2018_07_10_15_20_42_022.jpg,-0.2406015,1,0,24.34925
IMG/center_2018_07_10_15_20_42_091.jpg,IMG/left_2018_07_10_15_20_42_091.jpg,IMG/right_2018_07_10_15_20_42_091.jpg,-0.2406015,1,0,24.92297
IMG/center_2018_07_10_15_20_42_161.jpg,IMG/left_2018_07_10_15_20_42_161.jpg,IMG/right_2018_07_10_15_20_42_161.jpg,-0.1654135,1,0,25.69223
IMG/center_2018_07_10_15_20_42_229.jpg,IMG/left_2018_07_10_15_20_42_229.jpg,IMG/right_2018_07_10_15_20_42_229.jpg,-0.1503759,1,0,26.26714
IMG/center_2018_07_10_15_20_42_298.jpg,IMG/left_2018_07_10_15_20_42_298.jpg,IMG/right_2018_07_10_15_20_42_298.jpg,-0.1428571,1,0,27.02556
IMG/center_2018_07_10_15_20_42_367.jpg,IMG/left_2018_07_10_15_20_42_367.jpg,IMG/right_2018_07_10_15_20_42_367.jpg,-0.1428571,0.843717,0,27.55072
IMG/center_2018_07_10_15_20_42_436.jpg,IMG/left_2018_07_10_15_20_42_436.jpg,IMG/right_2018_07_10_15_20_42_436.jpg,-0.1428571,0.6667986,0,27.94435
IMG/center_2018_07_10_15_20_42_506.jpg,IMG/left_2018_07_10_15_20_42_506.jpg,IMG/right_2018_07_10_15_20_42_506.jpg,-0.09774436,0.4296111,0,28.26259
IMG/center_2018_07_10_15_20_42_575.jpg,IMG/left_2018_07_10_15_20_42_575.jpg,IMG/right_2018_07_10_15_20_42_575.jpg,-0.09022556,0.2515682,0,28.34559
IMG/center_2018_07_10_15_20_42_645.jpg,IMG/left_2018_07_10_15_20_42_645.jpg,IMG/right_2018_07_10_15_20_42_645.jpg,-0.09022556,0.01059465,0,28.25443
IMG/center_2018_07_10_15_20_42_712.jpg,IMG/left_2018_07_10_15_20_42_712.jpg,IMG/right_2018_07_10_15_20_42_712.jpg,-0.06766918,0,0,28.08451
IMG/center_2018_07_10_15_20_42_779.jpg,IMG/left_2018_07_10_15_20_42_779.jpg,IMG/right_2018_07_10_15_20_42_779.jpg,-0.06015037,0,0,27.85989
IMG/center_2018_07_10_15_20_42_849.jpg,IMG/left_2018_07_10_15_20_42_849.jpg,IMG/right_2018_07_10_15_20_42_849.jpg,-0.05263158,0,0,27.69238
IMG/center_2018_07_10_15_20_42_919.jpg,IMG/left_2018_07_10_15_20_42_919.jpg,IMG/right_2018_07_10_15_20_42_919.jpg,-0.05263158,0,0,27.47023
IMG/center_2018_07_10_15_20_42_988.jpg,IMG/left_2018_07_10_15_20_42_988.jpg,IMG/right_2018_07_10_15_20_42_988.jpg,-0.04511278,0,0,27.30478
IMG/center_2018_07_10_15_20_43_056.jpg,IMG/left_2018_07_10_15_20_43_056.jpg,IMG/right_2018_07_10_15_20_43_056.jpg,-0.04511278,0,0,27.14018
IMG/center_2018_07_10_15_20_43_126.jpg,IMG/left_2018_07_10_15_20_43_126.jpg,IMG/right_2018_07_10_15_20_43_126.jpg,-0.04511278,0,0,26.9221
IMG/center_2018_07_10_15_20_43_193.jpg,IMG/left_2018_07_10_15_20_43_193.jpg,IMG/right_2018_07_10_15_20_43_193.jpg,-0.04511278,0,0,26.75962
IMG/center_2018_07_10_15_20_43_262.jpg,IMG/left_2018_07_10_15_20_43_262.jpg,IMG/right_2018_07_10_15_20_43_262.jpg,-0.04511278,0.08801861,0,26.55655
IMG/center_2018_07_10_15_20_43_330.jpg,IMG/left_2018_07_10_15_20_43_330.jpg,IMG/right_2018_07_10_15_20_43_330.jpg,-0.04511278,0.2686702,0,26.51882
IMG/center_2018_07_10_15_20_43_399.jpg,IMG/left_2018_07_10_15_20_43_399.jpg,IMG/right_2018_07_10_15_20_43_399.jpg,-0.04511278,0.5099621,0,26.67941
IMG/center_2018_07_10_15_20_43_469.jpg,IMG/left_2018_07_10_15_20_43_469.jpg,IMG/right_2018_07_10_15_20_43_469.jpg,-0.04511278,0.6849721,0,26.94828
IMG/center_2018_07_10_15_20_43_538.jpg,IMG/left_2018_07_10_15_20_43_538.jpg,IMG/right_2018_07_10_15_20_43_538.jpg,-0.04511278,0.9260039,0,27.50513
IMG/center_2018_07_10_15_20_43_607.jpg,IMG/left_2018_07_10_15_20_43_607.jpg,IMG/right_2018_07_10_15_20_43_607.jpg,-0.04511278,0.9540839,0,28.05214
IMG/center_2018_07_10_15_20_43_678.jpg,IMG/left_2018_07_10_15_20_43_678.jpg,IMG/right_2018_07_10_15_20_43_678.jpg,-0.05263158,0.7757691,0,28.51938
IMG/center_2018_07_10_15_20_43_745.jpg,IMG/left_2018_07_10_15_20_43_745.jpg,IMG/right_2018_07_10_15_20_43_745.jpg,-0.06015037,0.5257531,0,28.92791
IMG/center_2018_07_10_15_20_43_813.jpg,IMG/left_2018_07_10_15_20_43_813.jpg,IMG/right_2018_07_10_15_20_43_813.jpg,-0.09022556,0.3481323,0,29.07748
IMG/center_2018_07_10_15_20_43_883.jpg,IMG/left_2018_07_10_15_20_43_883.jpg,IMG/right_2018_07_10_15_20_43_883.jpg,-0.1353384,0.1131461,0,29.07396
IMG/center_2018_07_10_15_20_43_950.jpg,IMG/left_2018_07_10_15_20_43_950.jpg,IMG/right_2018_07_10_15_20_43_950.jpg,-0.1503759,0,0,28.92031
IMG/center_2018_07_10_15_20_44_017.jpg,IMG/left_2018_07_10_15_20_44_017.jpg,IMG/right_2018_07_10_15_20_44_017.jpg,-0.1503759,0,0,28.74146
IMG/center_2018_07_10_15_20_44_087.jpg,IMG/left_2018_07_10_15_20_44_087.jpg,IMG/right_2018_07_10_15_20_44_087.jpg,-0.1503759,0,0,28.50535
IMG/center_2018_07_10_15_20_44_157.jpg,IMG/left_2018_07_10_15_20_44_157.jpg,IMG/right_2018_07_10_15_20_44_157.jpg,-0.1503759,0,0,28.33057
IMG/center_2018_07_10_15_20_44_225.jpg,IMG/left_2018_07_10_15_20_44_225.jpg,IMG/right_2018_07_10_15_20_44_225.jpg,-0.1578947,0,0,28.09937
IMG/center_2018_07_10_15_20_44_293.jpg,IMG/left_2018_07_10_15_20_44_293.jpg,IMG/right_2018_07_10_15_20_44_293.jpg,-0.1578947,0,0,27.92727
IMG/center_2018_07_10_15_20_44_363.jpg,IMG/left_2018_07_10_15_20_44_363.jpg,IMG/right_2018_07_10_15_20_44_363.jpg,-0.1578947,0,0,27.70009
IMG/center_2018_07_10_15_20_44_431.jpg,IMG/left_2018_07_10_15_20_44_431.jpg,IMG/right_2018_07_10_15_20_44_431.jpg,-0.1428571,0,0,27.53242
IMG/center_2018_07_10_15_20_44_498.jpg,IMG/left_2018_07_10_15_20_44_498.jpg,IMG/right_2018_07_10_15_20_44_498.jpg,-0.1353384,0,0,27.31098
IMG/center_2018_07_10_15_20_44_567.jpg,IMG/left_2018_07_10_15_20_44_567.jpg,IMG/right_2018_07_10_15_20_44_567.jpg,-0.1353384,0,0,27.14592
IMG/center_2018_07_10_15_20_44_634.jpg,IMG/left_2018_07_10_15_20_44_634.jpg,IMG/right_2018_07_10_15_20_44_634.jpg,-0.1353384,0,0,26.98164
IMG/center_2018_07_10_15_20_44_701.jpg,IMG/left_2018_07_10_15_20_44_701.jpg,IMG/right_2018_07_10_15_20_44_701.jpg,-0.1052632,0,0,26.76512
IMG/center_2018_07_10_15_20_44_771.jpg,IMG/left_2018_07_10_15_20_44_771.jpg,IMG/right_2018_07_10_15_20_44_771.jpg,-0.09022556,0,0,26.60482
IMG/center_2018_07_10_15_20_44_840.jpg,IMG/left_2018_07_10_15_20_44_840.jpg,IMG/right_2018_07_10_15_20_44_840.jpg,-0.04511278,0,0,26.39256
IMG/center_2018_07_10_15_20_44_908.jpg,IMG/left_2018_07_10_15_20_44_908.jpg,IMG/right_2018_07_10_15_20_44_908.jpg,-0.04511278,0,0,26.23402
IMG/center_2018_07_10_15_20_44_975.jpg,IMG/left_2018_07_10_15_20_44_975.jpg,IMG/right_2018_07_10_15_20_44_975.jpg,-0.02255639,0,0,26.07619
IMG/center_2018_07_10_15_20_45_044.jpg,IMG/left_2018_07_10_15_20_45_044.jpg,IMG/right_2018_07_10_15_20_45_044.jpg,-0.01503759,0,0,25.86683
IMG/center_2018_07_10_15_20_45_113.jpg,IMG/left_2018_07_10_15_20_45_113.jpg,IMG/right_2018_07_10_15_20_45_113.jpg,-0.01503759,0,0,25.71085
IMG/center_2018_07_10_15_20_45_184.jpg,IMG/left_2018_07_10_15_20_45_184.jpg,IMG/right_2018_07_10_15_20_45_184.jpg,-0.01503759,0,0,25.50421
IMG/center_2018_07_10_15_20_45_254.jpg,IMG/left_2018_07_10_15_20_45_254.jpg,IMG/right_2018_07_10_15_20_45_254.jpg,-0.01503759,0,0,25.35033
IMG/center_2018_07_10_15_20_45_321.jpg,IMG/left_2018_07_10_15_20_45_321.jpg,IMG/right_2018_07_10_15_20_45_321.jpg,-0.01503759,0,0,25.14656
IMG/center_2018_07_10_15_20_45_390.jpg,IMG/left_2018_07_10_15_20_45_390.jpg,IMG/right_2018_07_10_15_20_45_390.jpg,-0.01503759,0,0,24.9948
IMG/center_2018_07_10_15_20_45_457.jpg,IMG/left_2018_07_10_15_20_45_457.jpg,IMG/right_2018_07_10_15_20_45_457.jpg,-0.01503759,0,0,24.84388
IMG/center_2018_07_10_15_20_45_525.jpg,IMG/left_2018_07_10_15_20_45_525.jpg,IMG/right_2018_07_10_15_20_45_525.jpg,-0.01503759,0.2124284,0,24.72469
IMG/center_2018_07_10_15_20_45_591.jpg,IMG/left_2018_07_10_15_20_45_591.jpg,IMG/right_2018_07_10_15_20_45_591.jpg,-0.01503759,0.3912828,0,24.78857
IMG/center_2018_07_10_15_20_45_660.jpg,IMG/left_2018_07_10_15_20_45_660.jpg,IMG/right_2018_07_10_15_20_45_660.jpg,-0.03007519,0.630696,0,25.07602
IMG/center_2018_07_10_15_20_45_729.jpg,IMG/left_2018_07_10_15_20_45_729.jpg,IMG/right_2018_07_10_15_20_45_729.jpg,-0.03007519,0.6757891,0,25.43578
IMG/center_2018_07_10_15_20_45_797.jpg,IMG/left_2018_07_10_15_20_45_797.jpg,IMG/right_2018_07_10_15_20_45_797.jpg,-0.03007519,0.4875528,0,25.70913
IMG/center_2018_07_10_15_20_45_865.jpg,IMG/left_2018_07_10_15_20_45_865.jpg,IMG/right_2018_07_10_15_20_45_865.jpg,-0.03007519,0.2485194,0,25.86906
IMG/center_2018_07_10_15_20_45_935.jpg,IMG/left_2018_07_10_15_20_45_935.jpg,IMG/right_2018_07_10_15_20_45_935.jpg,-0.03759398,0.07226527,0,25.83438
IMG/center_2018_07_10_15_20_46_003.jpg,IMG/left_2018_07_10_15_20_46_003.jpg,IMG/right_2018_07_10_15_20_46_003.jpg,-0.07518797,0,0,25.63705
IMG/center_2018_07_10_15_20_46_072.jpg,IMG/left_2018_07_10_15_20_46_072.jpg,IMG/right_2018_07_10_15_20_46_072.jpg,-0.09022556,0,0,25.48083
IMG/center_2018_07_10_15_20_46_141.jpg,IMG/left_2018_07_10_15_20_46_141.jpg,IMG/right_2018_07_10_15_20_46_141.jpg,-0.112782,0,0,25.27146
IMG/center_2018_07_10_15_20_46_211.jpg,IMG/left_2018_07_10_15_20_46_211.jpg,IMG/right_2018_07_10_15_20_46_211.jpg,-0.112782,0,0,25.1164
IMG/center_2018_07_10_15_20_46_281.jpg,IMG/left_2018_07_10_15_20_46_281.jpg,IMG/right_2018_07_10_15_20_46_281.jpg,-0.112782,0,0,24.91228
IMG/center_2018_07_10_15_20_46_351.jpg,IMG/left_2018_07_10_15_20_46_351.jpg,IMG/right_2018_07_10_15_20_46_351.jpg,-0.112782,0,0,24.76077
IMG/center_2018_07_10_15_20_46_417.jpg,IMG/left_2018_07_10_15_20_46_417.jpg,IMG/right_2018_07_10_15_20_46_417.jpg,-0.112782,0,0,24.61044
IMG/center_2018_07_10_15_20_46_485.jpg,IMG/left_2018_07_10_15_20_46_485.jpg,IMG/right_2018_07_10_15_20_46_485.jpg,-0.112782,0,0,24.41164
IMG/center_2018_07_10_15_20_46_555.jpg,IMG/left_2018_07_10_15_20_46_555.jpg,IMG/right_2018_07_10_15_20_46_555.jpg,-0.112782,0,0,24.26373
IMG/center_2018_07_10_15_20_46_625.jpg,IMG/left_2018_07_10_15_20_46_625.jpg,IMG/right_2018_07_10_15_20_46_625.jpg,-0.112782,0,0,24.06798
IMG/center_2018_07_10_15_20_46_692.jpg,IMG/left_2018_07_10_15_20_46_692.jpg,IMG/right_2018_07_10_15_20_46_692.jpg,-0.112782,0,0,23.92226
IMG/center_2018_07_10_15_20_46_763.jpg,IMG/left_2018_07_10_15_20_46_763.jpg,IMG/right_2018_07_10_15_20_46_763.jpg,-0.112782,0,0,23.72937
IMG/center_2018_07_10_15_20_46_829.jpg,IMG/left_2018_07_10_15_20_46_829.jpg,IMG/right_2018_07_10_15_20_46_829.jpg,-0.112782,0,0,23.58574
IMG/center_2018_07_10_15_20_46_899.jpg,IMG/left_2018_07_10_15_20_46_899.jpg,IMG/right_2018_07_10_15_20_46_899.jpg,-0.112782,0,0,23.39562
IMG/center_2018_07_10_15_20_46_966.jpg,IMG/left_2018_07_10_15_20_46_966.jpg,IMG/right_2018_07_10_15_20_46_966.jpg,-0.112782,0,0,23.25405
IMG/center_2018_07_10_15_20_47_036.jpg,IMG/left_2018_07_10_15_20_47_036.jpg,IMG/right_2018_07_10_15_20_47_036.jpg,-0.112782,0,0,23.11334
IMG/center_2018_07_10_15_20_47_105.jpg,IMG/left_2018_07_10_15_20_47_105.jpg,IMG/right_2018_07_10_15_20_47_105.jpg,-0.112782,0,0,22.92707
IMG/center_2018_07_10_15_20_47_172.jpg,IMG/left_2018_07_10_15_20_47_172.jpg,IMG/right_2018_07_10_15_20_47_172.jpg,-0.112782,0,0,22.78836
IMG/center_2018_07_10_15_20_47_240.jpg,IMG/left_2018_07_10_15_20_47_240.jpg,IMG/right_2018_07_10_15_20_47_240.jpg,-0.112782,0,0,22.60473
IMG/center_2018_07_10_15_20_47_308.jpg,IMG/left_2018_07_10_15_20_47_308.jpg,IMG/right_2018_07_10_15_20_47_308.jpg,-0.112782,0,0,22.46799
